50605,50604
50401,50701
50402,50702
50404,50703
50403,50704
50406,50705
50405,50706
50407,50707
50408,50708
60607,60101
60611,60102
60604,60103
60601,60104
60602,60105
60603,60106
60606,60107
60504,60201
60507,60202
60508,60203
60503,60204
60505,60205
60506,60206
60401,60301
60402,60302
60101,60401
60102,60402
60103,60403
60104,60404
60105,60405
60302,60501
60304,60502
60309,60503
60310,60504
60201,60601
60204,60602
60208,60603
60205,60604
60206,60605
60209,60606
60210,60607
70501,70101
70502,70102
70503,70103
70504,70104
70506,70105
70505,70106
70507,70107
70508,70108
70509,70109
70201,70201
70202,70202
70206,70203
70203,70204
70204,70205
70210,70206
70205,70207
70207,70208
70209,70209
70208,70210
70403,70301
70401,70302
70408,70303
70406,70304
70407,70305
70404,70306
70405,70307
70402,70308
70112,70401
70101,70402
70103,70403
70110,70404
70105,70405
70104,70406
70111,70407
70108,70408
70109,70409
70106,70410
70107,70411
70102,70412
70312,70501
70307,70502
70311,70503
70304,70504
70306,70505
70303,70506
70302,70507
70301,70508
70309,70509
70310,70510
70305,70511
70308,70512
70313,70513
80101,80101
80109,80102
80108,80103
80106,80104
80102,80105
80104,80106
80103,80107
80105,80108
80107,80109
80201,80201
80203,80202
80206,80203
80204,80204
80202,80205
80207,80206
80205,80207
80302,80301
80306,80302
80305,80303
80307,80304
80304,80305
80301,80306
80303,80307
90303,90101
90301,90102
90304,90103
90307,90104
90306,90105
90308,90106
90309,90107
90310,90108
90302,90109
90305,90110
90205,90201
90202,90202
90208,90203
90210,90204
90209,90205
90204,90206
90206,90207
90203,90208
90201,90209
90207,90210
90103,90301
90105,90302
90104,90303
90101,90304
90102,90305
90106,90306
90402,90401
90404,90402
90401,90403
90403,90404
90405,90405
90406,90406
90502,90501
90501,90502
100301,100101
100305,100102
100302,100103
100308,100104
100303,100105
100304,100106
100306,100107
100307,100108
100103,100201
100104,100202
100101,100203
100102,100204
100105,100205
100204,100301
100201,100302
100205,100303
100202,100304
100203,100305
100405,100401
100402,100402
100407,100403
130513,100404
100408,100405
100406,100406
100409,100407
100404,100408
100403,100409
100401,100410
100410,100411
110506,110101
110501,110102
110504,110103
110503,110104
110505,110105
110502,110106
110401,110201
110402,110202
110403,110203
110201,110301
110203,110302
110202,110303
110204,110304
110601,110401
110602,110402
110605,110403
110604,110404
110603,110405
110102,110501
110101,110502
130511,110503
110105,110504
110104,110505
110303,110601
110304,110602
130512,110603
110301,110604
110305,110605
110306,110606
120302,120101
120303,120102
120402,120103
120301,120104
120308,120105
120401,120106
120404,120107
120403,120108
120103,120201
120101,120202
120102,120203
120104,120204
120105,120205
120201,120301
120203,120302
120202,120303
120501,120401
120502,120402
130303,130101
130302,130102
130304,130103
130301,130104
130306,130105
130305,130106
130206,130201
130203,130202
130208,130203
130201,130204
130205,130205
130207,130206
130202,130207
130209,130208
130204,130209
130404,130301
130405,130302
130406,130303
130401,130304
130402,130305
130403,130306
130507,130401
130501,130402
130508,130403
130505,130404
130510,130405
130506,130406
130503,130407
130509,130408
130504,130409
130502,130410
130101,130501
130102,130502
130104,130503
130103,130504
